Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Location Type
Regular,FDA52,Frozen Foods,2000,Tier 3
Regular,FDS56,Fruits and Vegetables,2000,Tier 3
Regular,FDZ32,Fruits and Vegetables,2000,Tier 3
Regular,FDD44,Fruits and Vegetables,2000,Tier 3
Regular,FDY20,Fruits and Vegetables,2000,Tier 3
Regular,FDD32,Fruits and Vegetables,2000,Tier 3
Regular,FDO19,Fruits and Vegetables,2000,Tier 3
Regular,FDO39,Meat,2000,Tier 3
Regular,FDS27,Meat,2000,Tier 3
Regular,FDT51,Meat,2000,Tier 3
Regular,FDW15,Meat,2000,Tier 3
Regular,FDN39,Meat,2000,Tier 3
Regular,FDG33,Seafood,2000,Tier 3
Regular,FDS33,Snack Foods,2000,Tier 3
Regular,FDC22,Snack Foods,2000,Tier 3
Regular,FDX33,Snack Foods,2000,Tier 3
Regular,FDU10,Snack Foods,2000,Tier 3
Regular,FDD10,Snack Foods,2000,Tier 3
reg,FDC29,Frozen Foods,2000,Tier 3
reg,FDB58,Snack Foods,2000,Tier 3
reg,FDY57,Snack Foods,2000,Tier 3
LF,FDA31,Fruits and Vegetables,2022,Tier 3
Low Fat,FDZ12,Baking Goods,2022,Tier 3
Low Fat,FDN48,Baking Goods,2022,Tier 3
Low Fat,FDO12,Baking Goods,2022,Tier 3
Low Fat,FDW13,Canned,2022,Tier 3
Low Fat,FDC50,Canned,2022,Tier 3
Low Fat,FDP26,Dairy,2022,Tier 3
Low Fat,FDA15,Dairy,2022,Tier 3
Low Fat,FDA16,Frozen Foods,2022,Tier 3
Low Fat,FDJ52,Frozen Foods,2022,Tier 3
Low Fat,FDF09,Fruits and Vegetables,2022,Tier 3
Low Fat,FDP07,Fruits and Vegetables,2022,Tier 3
Low Fat,DRN35,Hard Drinks,2022,Tier 3
Low Fat,DRM23,Hard Drinks,2022,Tier 3
Low Fat,DRP35,Hard Drinks,2022,Tier 3
Low Fat,NCZ53,Health and Hygiene,2022,Tier 3
Low Fat,NCR41,Health and Hygiene,2022,Tier 3
Low Fat,NCP18,Household,2022,Tier 3
Low Fat,NCG07,Household,2022,Tier 3
Low Fat,NCA06,Household,2022,Tier 3
Low Fat,FDP39,Meat,2022,Tier 3
Low Fat,NCL31,Others,2022,Tier 3
Low Fat,NCP50,Others,2022,Tier 3
Low Fat,FDF33,Seafood,2022,Tier 3
Low Fat,FDN10,Snack Foods,2022,Tier 3
Low Fat,FDO33,Snack Foods,2022,Tier 3
Low Fat,FDL45,Snack Foods,2022,Tier 3
Low Fat,FDM33,Snack Foods,2022,Tier 3
Low Fat,FDV46,Snack Foods,2022,Tier 3
Low Fat,DRF01,Soft Drinks,2022,Tier 3
Low Fat,DRF60,Soft Drinks,2022,Tier 3
Low Fat,DRF13,Soft Drinks,2022,Tier 3
Low Fat,DRL37,Soft Drinks,2022,Tier 3
Regular,FDO48,Baking Goods,2022,Tier 3
Regular,FDQ47,Breads,2022,Tier 3
Regular,FDY35,Breads,2022,Tier 3
Regular,FDM25,Breakfast,2022,Tier 3
Regular,FDJ38,Canned,2022,Tier 3
Regular,FDU37,Canned,2022,Tier 3
Regular,FDJ26,Canned,2022,Tier 3
Regular,FDI02,Canned,2022,Tier 3
Regular,FDQ26,Dairy,2022,Tier 3
Regular,FDB40,Dairy,2022,Tier 3
Regular,FDG41,Frozen Foods,2022,Tier 3
Regular,FDR55,Fruits and Vegetables,2022,Tier 3
Regular,FDY44,Fruits and Vegetables,2022,Tier 3
Regular,FDH45,Fruits and Vegetables,2022,Tier 3
Regular,FDZ07,Fruits and Vegetables,2022,Tier 3
Regular,FDD56,Fruits and Vegetables,2022,Tier 3
Regular,FDQ32,Fruits and Vegetables,2022,Tier 3
Regular,FDY03,Meat,2022,Tier 3
Regular,FDL03,Meat,2022,Tier 3
Regular,FDJ57,Seafood,2022,Tier 3
Regular,FDI21,Snack Foods,2022,Tier 3
Regular,FDL58,Snack Foods,2022,Tier 3
Regular,FDU10,Snack Foods,2022,Tier 3
Regular,FDR34,Snack Foods,2022,Tier 3
Regular,FDY57,Snack Foods,2022,Tier 3
Regular,FDB35,Starchy Foods,2022,Tier 3
low fat,NCE42,Household,2022,Tier 3
reg,FDT23,Breads,2022,Tier 3
reg,FDV16,Frozen Foods,2022,Tier 3
reg,FDW57,Snack Foods,2022,Tier 3
reg,FDF11,Starchy Foods,2022,Tier 3
LF,FDN24,Baking Goods,1998,Tier 3
Low Fat,FDA23,Baking Goods,1998,Tier 3
Low Fat,FDA36,Baking Goods,1998,Tier 3
Low Fat,FDK48,Baking Goods,1998,Tier 3
Low Fat,FDZ60,Baking Goods,1998,Tier 3
Low Fat,FDO37,Breakfast,1998,Tier 3
Low Fat,DRI51,Dairy,1998,Tier 3
Low Fat,FDB52,Dairy,1998,Tier 3
Low Fat,FDB05,Frozen Foods,1998,Tier 3
Low Fat,FDA20,Fruits and Vegetables,1998,Tier 3
Low Fat,FDH32,Fruits and Vegetables,1998,Tier 3
Low Fat,FDL08,Fruits and Vegetables,1998,Tier 3
Low Fat,FDP56,Fruits and Vegetables,1998,Tier 3
Low Fat,FDV43,Fruits and Vegetables,1998,Tier 3
Low Fat,DRJ47,Hard Drinks,1998,Tier 3
Low Fat,NCB42,Health and Hygiene,1998,Tier 3
Low Fat,NCI17,Health and Hygiene,1998,Tier 3
Low Fat,NCL29,Health and Hygiene,1998,Tier 3
Low Fat,NCM17,Health and Hygiene,1998,Tier 3
Low Fat,NCS53,Health and Hygiene,1998,Tier 3
Low Fat,NCW29,Health and Hygiene,1998,Tier 3
Low Fat,NCY29,Health and Hygiene,1998,Tier 3
Low Fat,NCE54,Household,1998,Tier 3
Low Fat,NCI18,Household,1998,Tier 3
Low Fat,NCN18,Household,1998,Tier 3
Low Fat,FDK27,Meat,1998,Tier 3
Low Fat,NCI31,Others,1998,Tier 3
Low Fat,FDB59,Snack Foods,1998,Tier 3
Low Fat,FDE58,Snack Foods,1998,Tier 3
Low Fat,FDM21,Snack Foods,1998,Tier 3
Low Fat,FDN57,Snack Foods,1998,Tier 3
Low Fat,FDR45,Snack Foods,1998,Tier 3
Low Fat,FDT46,Snack Foods,1998,Tier 3
Low Fat,FDT57,Snack Foods,1998,Tier 3
Low Fat,FDZ58,Snack Foods,1998,Tier 3
Low Fat,DRI25,Soft Drinks,1998,Tier 3
Low Fat,DRJ37,Soft Drinks,1998,Tier 3
Low Fat,FDC35,Starchy Foods,1998,Tier 3
Regular,FDA35,Baking Goods,1998,Tier 3
Regular,FDM24,Baking Goods,1998,Tier 3
Regular,FDU12,Baking Goods,1998,Tier 3
Regular,FDT11,Breads,1998,Tier 3
Regular,FDE50,Canned,1998,Tier 3
Regular,FDY37,Canned,1998,Tier 3
Regular,FDI27,Dairy,1998,Tier 3
Regular,FDL39,Dairy,1998,Tier 3
Regular,FDW26,Dairy,1998,Tier 3
Regular,FDE05,Frozen Foods,1998,Tier 3
Regular,FDW04,Frozen Foods,1998,Tier 3
Regular,FDR55,Fruits and Vegetables,1998,Tier 3
Regular,FDZ43,Fruits and Vegetables,1998,Tier 3
Regular,FDE10,Snack Foods,1998,Tier 3
Regular,FDJ58,Snack Foods,1998,Tier 3
Regular,FDM22,Snack Foods,1998,Tier 3
Regular,FDU21,Snack Foods,1998,Tier 3
Low Fat,FDA15,Dairy,2012,Tier 1
Regular,FDW12,Baking Goods,1998,Tier 3
Low Fat,NCX29,Health and Hygiene,2012,Tier 1
Regular,DRZ11,Soft Drinks,2022,Tier 3
Low Fat,NCL17,Health and Hygiene,2010,Tier 1
Low Fat,FDA44,Fruits and Vegetables,2017,Tier 2
Low Fat,FDW11,Breads,2020,Tier 2
Low Fat,NCO55,Others,2015,Tier 2
Low Fat,FDV25,Canned,2022,Tier 3
Low Fat,NCM53,Health and Hygiene,2015,Tier 2
LF,FDA39,Meat,2017,Tier 2
Regular,FDC60,Baking Goods,2020,Tier 2
Low Fat,FDT25,Canned,2020,Tier 2
Low Fat,FDF05,Frozen Foods,2020,Tier 2
Regular,FDJ34,Snack Foods,2000,Tier 3
Low Fat,FDN01,Breakfast,2015,Tier 2
Regular,FDY03,Meat,2020,Tier 2
Regular,FDV13,Canned,1998,Tier 3
Low Fat,FDY31,Fruits and Vegetables,1998,Tier 3
Regular,FDO01,Breakfast,1998,Tier 3
Regular,FDR24,Baking Goods,2000,Tier 3
Regular,FDH40,Frozen Foods,2010,Tier 1
Low Fat,FDX60,Baking Goods,2015,Tier 2
Low Fat,FDT22,Snack Foods,2012,Tier 1
Regular,FDF45,Fruits and Vegetables,2000,Tier 3
Regular,FDW07,Fruits and Vegetables,2010,Tier 1
Low Fat,NCF18,Household,2015,Tier 2
Regular,FDM60,Baking Goods,2010,Tier 1
Low Fat,NCZ42,Household,2011,Tier 3
Low Fat,FDR04,Frozen Foods,2011,Tier 3
Low Fat,FDV39,Meat,2022,Tier 3
Regular,FDB29,Frozen Foods,2015,Tier 2
Low Fat,FDH16,Frozen Foods,2020,Tier 2
Low Fat,NCO30,Household,2015,Tier 2
Regular,FDO11,Breads,1998,Tier 3
Low Fat,DRL23,Hard Drinks,2015,Tier 2
Low Fat,NCI29,Health and Hygiene,2022,Tier 3
Regular,FDN16,Frozen Foods,2000,Tier 3
Regular,FDJ21,Snack Foods,2015,Tier 2
Low Fat,FDZ22,Snack Foods,2015,Tier 2
Low Fat,FDR08,Fruits and Vegetables,2015,Tier 2
Low Fat,FDW49,Canned,2015,Tier 2
Low Fat,FDK14,Canned,2010,Tier 1
Regular,FDM01,Breakfast,2017,Tier 2
Low Fat,FDH32,Fruits and Vegetables,2010,Tier 1
Low Fat,NCQ02,Household,2000,Tier 3
Low Fat,NCV05,Health and Hygiene,2010,Tier 1
Low Fat,NCQ38,Others,2022,Tier 3
Low Fat,FDV02,Dairy,1998,Tier 3
Low Fat,FDP33,Snack Foods,2010,Tier 1
Low Fat,FDK43,Meat,2022,Tier 3
Low Fat,NCO06,Household,2022,Tier 3
Low Fat,FDR58,Snack Foods,2000,Tier 3
Low Fat,DRM37,Soft Drinks,2011,Tier 3
Low Fat,FDF52,Frozen Foods,2022,Tier 3
Regular,FDP48,Baking Goods,1998,Tier 3
Low Fat,FDW56,Fruits and Vegetables,2011,Tier 3
Regular,FDM36,Baking Goods,1998,Tier 3
LF,FDZ48,Baking Goods,2012,Tier 1
LF,FDP56,Fruits and Vegetables,2012,Tier 1
Low Fat,FDL36,Baking Goods,2012,Tier 1
Low Fat,FDW35,Breads,2012,Tier 1
Low Fat,FDT25,Canned,2012,Tier 1
Low Fat,FDI14,Canned,2012,Tier 1
Low Fat,DRF03,Dairy,2012,Tier 1
Low Fat,FDV14,Dairy,2012,Tier 1
Low Fat,FDB17,Frozen Foods,2012,Tier 1
Low Fat,FDI28,Frozen Foods,2012,Tier 1
Low Fat,FDG16,Frozen Foods,2012,Tier 1
Low Fat,FDO40,Frozen Foods,2012,Tier 1
Low Fat,FDG29,Frozen Foods,2012,Tier 1
Low Fat,FDB20,Fruits and Vegetables,2012,Tier 1
Low Fat,NCS29,Health and Hygiene,2012,Tier 1
Low Fat,NCP17,Health and Hygiene,2012,Tier 1
Low Fat,NCF43,Household,2012,Tier 1
Low Fat,NCH18,Household,2012,Tier 1
Low Fat,NCW18,Household,2012,Tier 1
Low Fat,NCK07,Others,2012,Tier 1
Low Fat,FDR58,Snack Foods,2012,Tier 1
Low Fat,FDE34,Snack Foods,2012,Tier 1
Low Fat,FDZ45,Snack Foods,2012,Tier 1
Low Fat,DRK12,Soft Drinks,2012,Tier 1
Low Fat,DRF36,Soft Drinks,2012,Tier 1
Regular,FDG12,Baking Goods,2012,Tier 1
Regular,FDJ36,Baking Goods,2012,Tier 1
Regular,FDT47,Breads,2012,Tier 1
Regular,FDZ35,Breads,2012,Tier 1
Regular,FDI50,Canned,2012,Tier 1
Regular,FDK03,Dairy,2012,Tier 1
Regular,FDL39,Dairy,2012,Tier 1
Regular,FDW52,Frozen Foods,2012,Tier 1
Regular,FDS56,Fruits and Vegetables,2012,Tier 1
Regular,FDA07,Fruits and Vegetables,2012,Tier 1
Regular,FDG08,Fruits and Vegetables,2012,Tier 1
Regular,FDH45,Fruits and Vegetables,2012,Tier 1
Regular,FDQ27,Meat,2012,Tier 1
Regular,FDW27,Meat,2012,Tier 1
Regular,FDQ15,Meat,2012,Tier 1
Regular,FDC22,Snack Foods,2012,Tier 1
Regular,FDN46,Snack Foods,2012,Tier 1
Regular,FDS21,Snack Foods,2012,Tier 1
Regular,DRL01,Soft Drinks,2012,Tier 1
Regular,FDG35,Starchy Foods,2012,Tier 1
Low Fat,FDQ23,Breads,1998,Tier 1
Low Fat,FDW01,Canned,1998,Tier 1
Low Fat,FDF52,Frozen Foods,1998,Tier 1
Low Fat,FDO28,Frozen Foods,1998,Tier 1
Low Fat,NCA53,Health and Hygiene,1998,Tier 1
Low Fat,NCL41,Health and Hygiene,1998,Tier 1
Low Fat,NCS29,Health and Hygiene,1998,Tier 1
Low Fat,NCZ05,Health and Hygiene,1998,Tier 1
Low Fat,NCH07,Household,1998,Tier 1
Low Fat,NCM54,Household,1998,Tier 1
Low Fat,NCQ42,Household,1998,Tier 1
Low Fat,NCW42,Household,1998,Tier 1
Low Fat,FDK45,Seafood,1998,Tier 1
Low Fat,FDC47,Snack Foods,1998,Tier 1
Low Fat,FDD46,Snack Foods,1998,Tier 1
Low Fat,FDH34,Snack Foods,1998,Tier 1
Low Fat,FDQ57,Snack Foods,1998,Tier 1
Low Fat,FDR46,Snack Foods,1998,Tier 1
Low Fat,FDV09,Snack Foods,1998,Tier 1
Low Fat,FDZ10,Snack Foods,1998,Tier 1
Regular,FDB49,Baking Goods,1998,Tier 1
Regular,FDR12,Baking Goods,1998,Tier 1
Regular,FDX47,Breads,1998,Tier 1
Regular,FDK26,Canned,1998,Tier 1
Regular,FDV01,Canned,1998,Tier 1
Regular,FDB04,Dairy,1998,Tier 1
Regular,FDF57,Fruits and Vegetables,1998,Tier 1
Regular,FDQ08,Fruits and Vegetables,1998,Tier 1
Regular,FDU44,Fruits and Vegetables,1998,Tier 1
Regular,FDX32,Fruits and Vegetables,1998,Tier 1
Regular,FDS27,Meat,1998,Tier 1
Regular,FDO10,Snack Foods,1998,Tier 1
reg,FDY16,Frozen Foods,1998,Tier 1
LF,FDX02,Dairy,2010,Tier 1
LF,NCO54,Household,2010,Tier 1
Low Fat,FDY48,Baking Goods,2010,Tier 1
Low Fat,FDN24,Baking Goods,2010,Tier 1
Low Fat,FDO60,Baking Goods,2010,Tier 1
Low Fat,FDG60,Baking Goods,2010,Tier 1
Low Fat,FDQ37,Breakfast,2010,Tier 1
Low Fat,FDW25,Canned,2010,Tier 1
Low Fat,FDB16,Dairy,2010,Tier 1
Low Fat,FDX14,Dairy,2010,Tier 1
Low Fat,DRG03,Dairy,2010,Tier 1
Low Fat,DRF15,Dairy,2010,Tier 1
Low Fat,DRH39,Dairy,2010,Tier 1
Low Fat,FDJ28,Frozen Foods,2010,Tier 1
Low Fat,FDF04,Frozen Foods,2010,Tier 1
Low Fat,FDP16,Frozen Foods,2010,Tier 1
Low Fat,FDT31,Fruits and Vegetables,2010,Tier 1
Low Fat,DRM47,Hard Drinks,2010,Tier 1
Low Fat,NCY41,Health and Hygiene,2010,Tier 1
Low Fat,NCX42,Household,2010,Tier 1
Low Fat,NCY54,Household,2010,Tier 1
Low Fat,NCF07,Household,2010,Tier 1
Low Fat,NCD07,Household,2010,Tier 1
Low Fat,NCF31,Household,2010,Tier 1
Low Fat,NCQ06,Household,2010,Tier 1
Low Fat,NCI54,Household,2010,Tier 1
Low Fat,NCR18,Household,2010,Tier 1
Low Fat,NCA54,Household,2010,Tier 1
Low Fat,NCA30,Household,2010,Tier 1
Low Fat,FDI57,Seafood,2010,Tier 1
Low Fat,FDX34,Snack Foods,2010,Tier 1
Low Fat,FDT34,Snack Foods,2010,Tier 1
Low Fat,FDX58,Snack Foods,2010,Tier 1
Low Fat,FDM33,Snack Foods,2010,Tier 1
Low Fat,FDR46,Snack Foods,2010,Tier 1
Low Fat,FDV46,Snack Foods,2010,Tier 1
Low Fat,DRK49,Soft Drinks,2010,Tier 1
Low Fat,DRH36,Soft Drinks,2010,Tier 1
Regular,FDQ48,Baking Goods,2010,Tier 1
Regular,FDX47,Breads,2010,Tier 1
Regular,FDM01,Breakfast,2010,Tier 1
Regular,FDZ13,Canned,2010,Tier 1
Regular,FDA25,Canned,2010,Tier 1
Regular,FDZ14,Dairy,2010,Tier 1
Regular,FDW14,Dairy,2010,Tier 1
Regular,FDS02,Dairy,2010,Tier 1
Regular,FDD52,Dairy,2010,Tier 1
Regular,FDV04,Frozen Foods,2010,Tier 1
Regular,FDY40,Frozen Foods,2010,Tier 1
Regular,FDR31,Fruits and Vegetables,2010,Tier 1
Regular,FDY44,Fruits and Vegetables,2010,Tier 1
Regular,FDQ08,Fruits and Vegetables,2010,Tier 1
Regular,FDW27,Meat,2010,Tier 1
Regular,FDX51,Meat,2010,Tier 1
Regular,FDW57,Snack Foods,2010,Tier 1
Regular,FDV33,Snack Foods,2010,Tier 1
Regular,FDV57,Snack Foods,2010,Tier 1
reg,FDU57,Snack Foods,2010,Tier 1
LF,FDA11,Baking Goods,2015,Tier 2
LF,NCM18,Household,2015,Tier 2
LF,FDD58,Snack Foods,2015,Tier 2
LF,FDG32,Fruits and Vegetables,2020,Tier 2
LF,FDB11,Starchy Foods,2020,Tier 2
Low Fat,FDV24,Baking Goods,2015,Tier 2
Low Fat,FDX24,Baking Goods,2015,Tier 2
Low Fat,FDP37,Breakfast,2015,Tier 2
Low Fat,FDF50,Canned,2015,Tier 2
Low Fat,FDY13,Canned,2015,Tier 2
Low Fat,DRG15,Dairy,2015,Tier 2
Low Fat,DRE03,Dairy,2015,Tier 2
Low Fat,FDT40,Frozen Foods,2015,Tier 2
Low Fat,FDK04,Frozen Foods,2015,Tier 2
Low Fat,FDV40,Frozen Foods,2015,Tier 2
Low Fat,FDE09,Fruits and Vegetables,2015,Tier 2
Low Fat,FDL08,Fruits and Vegetables,2015,Tier 2
Low Fat,FDG32,Fruits and Vegetables,2015,Tier 2
Low Fat,NCU17,Health and Hygiene,2015,Tier 2
Low Fat,NCN29,Health and Hygiene,2015,Tier 2
Low Fat,NCE07,Household,2015,Tier 2
Low Fat,NCU42,Household,2015,Tier 2
Low Fat,NCN26,Household,2015,Tier 2
Low Fat,NCN42,Household,2015,Tier 2
Low Fat,FDP39,Meat,2015,Tier 2
Low Fat,FDV03,Meat,2015,Tier 2
Low Fat,NCM31,Others,2015,Tier 2
Low Fat,NCN07,Others,2015,Tier 2
Low Fat,FDJ22,Snack Foods,2015,Tier 2
Low Fat,DRC25,Soft Drinks,2015,Tier 2
Low Fat,FDB11,Starchy Foods,2015,Tier 2
Low Fat,FDN60,Baking Goods,2020,Tier 2
Low Fat,FDP24,Baking Goods,2020,Tier 2
Low Fat,FDS23,Breads,2020,Tier 2
Low Fat,FDU11,Breads,2020,Tier 2
Low Fat,FDO23,Breads,2020,Tier 2
Low Fat,FDP37,Breakfast,2020,Tier 2
Low Fat,FDK50,Canned,2020,Tier 2
Low Fat,FDS01,Canned,2020,Tier 2
Low Fat,FDL26,Canned,2020,Tier 2
Low Fat,DRC27,Dairy,2020,Tier 2
Low Fat,FDI15,Dairy,2020,Tier 2
Low Fat,FDS26,Dairy,2020,Tier 2
Low Fat,FDN40,Frozen Foods,2020,Tier 2
Low Fat,FDC28,Frozen Foods,2020,Tier 2
Low Fat,FDG16,Frozen Foods,2020,Tier 2
Low Fat,FDC41,Frozen Foods,2020,Tier 2
Low Fat,FDZ52,Frozen Foods,2020,Tier 2
Low Fat,FDX43,Fruits and Vegetables,2020,Tier 2
Low Fat,FDI56,Fruits and Vegetables,2020,Tier 2
Low Fat,FDT08,Fruits and Vegetables,2020,Tier 2
Low Fat,DRM59,Hard Drinks,2020,Tier 2
Low Fat,DRK35,Hard Drinks,2020,Tier 2
Low Fat,NCK29,Health and Hygiene,2020,Tier 2
Low Fat,NCF43,Household,2020,Tier 2
Low Fat,NCO14,Household,2020,Tier 2
Low Fat,NCE43,Household,2020,Tier 2
Low Fat,NCI54,Household,2020,Tier 2
Low Fat,NCP54,Household,2020,Tier 2
Low Fat,NCD18,Household,2020,Tier 2
Low Fat,NCN54,Household,2020,Tier 2
Low Fat,FDV39,Meat,2020,Tier 2
Low Fat,FDK45,Seafood,2020,Tier 2
Low Fat,FDY58,Snack Foods,2020,Tier 2
Low Fat,FDP10,Snack Foods,2020,Tier 2
Low Fat,FDM21,Snack Foods,2020,Tier 2
Low Fat,FDQ21,Snack Foods,2020,Tier 2
Low Fat,FDE47,Starchy Foods,2020,Tier 2
Low Fat,FDH35,Starchy Foods,2020,Tier 2
Regular,FDS25,Canned,2015,Tier 2
Regular,FDH02,Canned,2015,Tier 2
Regular,FDM50,Canned,2015,Tier 2
Regular,FDC52,Dairy,2015,Tier 2
Regular,FDW26,Dairy,2015,Tier 2
Regular,FDG05,Frozen Foods,2015,Tier 2
Regular,FDI41,Frozen Foods,2015,Tier 2
Regular,FDK20,Fruits and Vegetables,2015,Tier 2
Regular,FDY44,Fruits and Vegetables,2015,Tier 2
Regular,FDQ08,Fruits and Vegetables,2015,Tier 2
Regular,FDO39,Meat,2015,Tier 2
Regular,FDT27,Meat,2015,Tier 2
Regular,FDU15,Meat,2015,Tier 2
Regular,FDX10,Snack Foods,2015,Tier 2
Regular,FDS36,Baking Goods,2020,Tier 2
Regular,FDV48,Baking Goods,2020,Tier 2
Regular,FDL50,Canned,2020,Tier 2
Regular,FDC14,Canned,2020,Tier 2
Regular,FDG17,Frozen Foods,2020,Tier 2
Regular,FDY28,Frozen Foods,2020,Tier 2
Regular,FDH53,Frozen Foods,2020,Tier 2
Regular,FDW44,Fruits and Vegetables,2020,Tier 2
Regular,FDR56,Fruits and Vegetables,2020,Tier 2
Regular,FDW51,Meat,2020,Tier 2
Regular,FDO10,Snack Foods,2020,Tier 2
Regular,DRD01,Soft Drinks,2020,Tier 2
low fat,FDP56,Fruits and Vegetables,2015,Tier 2
low fat,FDJ45,Seafood,2015,Tier 2
low fat,FDO50,Canned,2020,Tier 2
reg,FDH47,Starchy Foods,2015,Tier 2
reg,FDL48,Baking Goods,2020,Tier 2
LF,FDB39,Dairy,2017,Tier 2
LF,FDB20,Fruits and Vegetables,2017,Tier 2
LF,NCS30,Household,2017,Tier 2
LF,NCN55,Others,2017,Tier 2
Low Fat,FDW24,Baking Goods,2017,Tier 2
Low Fat,FDO60,Baking Goods,2017,Tier 2
Low Fat,FDS60,Baking Goods,2017,Tier 2
Low Fat,FDX01,Canned,2017,Tier 2
Low Fat,FDC38,Canned,2017,Tier 2
Low Fat,FDA49,Canned,2017,Tier 2
Low Fat,FDA15,Dairy,2017,Tier 2
Low Fat,FDV38,Dairy,2017,Tier 2
Low Fat,FDJ53,Frozen Foods,2017,Tier 2
Low Fat,FDK44,Fruits and Vegetables,2017,Tier 2
Low Fat,DRJ11,Hard Drinks,2017,Tier 2
Low Fat,DRL47,Hard Drinks,2017,Tier 2
Low Fat,NCI29,Health and Hygiene,2017,Tier 2
Low Fat,NCR05,Health and Hygiene,2017,Tier 2
Low Fat,NCK53,Health and Hygiene,2017,Tier 2
Low Fat,NCU05,Health and Hygiene,2017,Tier 2
Low Fat,NCT41,Health and Hygiene,2017,Tier 2
Low Fat,NCA41,Health and Hygiene,2017,Tier 2
Low Fat,NCY41,Health and Hygiene,2017,Tier 2
Low Fat,NCQ02,Household,2017,Tier 2
Low Fat,NCH54,Household,2017,Tier 2
Low Fat,NCG18,Household,2017,Tier 2
Low Fat,FDS03,Meat,2017,Tier 2
Low Fat,FDV39,Meat,2017,Tier 2
Low Fat,FDQ39,Meat,2017,Tier 2
Low Fat,FDX34,Snack Foods,2017,Tier 2
Low Fat,FDN10,Snack Foods,2017,Tier 2
Low Fat,FDC46,Snack Foods,2017,Tier 2
Low Fat,DRH36,Soft Drinks,2017,Tier 2
Regular,FDR24,Baking Goods,2017,Tier 2
Regular,FDZ23,Baking Goods,2017,Tier 2
Regular,FDT11,Breads,2017,Tier 2
Regular,FDS11,Breads,2017,Tier 2
Regular,FDQ25,Canned,2017,Tier 2
Regular,FDD38,Canned,2017,Tier 2
Regular,FDY37,Canned,2017,Tier 2
Regular,FDN28,Frozen Foods,2017,Tier 2
Regular,FDH53,Frozen Foods,2017,Tier 2
Regular,FDO08,Fruits and Vegetables,2017,Tier 2
Regular,FDX31,Fruits and Vegetables,2017,Tier 2
Regular,FDR15,Meat,2017,Tier 2
Regular,FDI21,Snack Foods,2017,Tier 2
Regular,FDZ57,Snack Foods,2017,Tier 2
Regular,FDB58,Snack Foods,2017,Tier 2
Regular,FDY57,Snack Foods,2017,Tier 2
Regular,FDD47,Starchy Foods,2017,Tier 2
LF,DRK37,Soft Drinks,2011,Tier 3
Low Fat,FDR23,Breads,2011,Tier 3
Low Fat,FDS37,Canned,2011,Tier 3
Low Fat,FDC50,Canned,2011,Tier 3
Low Fat,FDH27,Dairy,2011,Tier 3
Low Fat,FDZ04,Frozen Foods,2011,Tier 3
Low Fat,FDG53,Frozen Foods,2011,Tier 3
Low Fat,FDG40,Frozen Foods,2011,Tier 3
Low Fat,FDL40,Frozen Foods,2011,Tier 3
Low Fat,FDK52,Frozen Foods,2011,Tier 3
Low Fat,FDH57,Fruits and Vegetables,2011,Tier 3
Low Fat,FDT43,Fruits and Vegetables,2011,Tier 3
Low Fat,DRJ23,Hard Drinks,2011,Tier 3
Low Fat,NCH06,Household,2011,Tier 3
Low Fat,NCW06,Household,2011,Tier 3
Low Fat,NCO06,Household,2011,Tier 3
Low Fat,FDP27,Meat,2011,Tier 3
Low Fat,FDB34,Snack Foods,2011,Tier 3
Low Fat,FDC35,Starchy Foods,2011,Tier 3
Regular,FDY60,Baking Goods,2011,Tier 3
Regular,FDX12,Baking Goods,2011,Tier 3
Regular,FDV60,Baking Goods,2011,Tier 3
Regular,FDV11,Breads,2011,Tier 3
Regular,FDS59,Breads,2011,Tier 3
Regular,FDZ03,Dairy,2011,Tier 3
Regular,FDX27,Dairy,2011,Tier 3
Regular,FDE04,Frozen Foods,2011,Tier 3
Regular,FDK08,Fruits and Vegetables,2011,Tier 3
Regular,FDH44,Fruits and Vegetables,2011,Tier 3
Regular,FDX51,Meat,2011,Tier 3
Regular,FDY03,Meat,2011,Tier 3
Regular,FDQ15,Meat,2011,Tier 3
Regular,FDG33,Seafood,2011,Tier 3
Regular,FDU57,Snack Foods,2011,Tier 3
LF,FDN13,Breakfast,2000,Tier 3
Low Fat,FDU36,Baking Goods,2000,Tier 3
Low Fat,FDW13,Canned,2000,Tier 3
Low Fat,FDY27,Dairy,2000,Tier 3
Low Fat,DRH51,Dairy,2000,Tier 3
Low Fat,FDY52,Frozen Foods,2000,Tier 3
Low Fat,FDI28,Frozen Foods,2000,Tier 3
Low Fat,FDV40,Frozen Foods,2000,Tier 3
Low Fat,FDF05,Frozen Foods,2000,Tier 3
Low Fat,FDD33,Fruits and Vegetables,2000,Tier 3
Low Fat,FDC32,Fruits and Vegetables,2000,Tier 3
Low Fat,FDE32,Fruits and Vegetables,2000,Tier 3
Low Fat,NCN53,Health and Hygiene,2000,Tier 3
Low Fat,NCY53,Health and Hygiene,2000,Tier 3
Low Fat,NCA05,Health and Hygiene,2000,Tier 3
Low Fat,NCO26,Household,2000,Tier 3
Low Fat,NCO14,Household,2000,Tier 3
Low Fat,NCV06,Household,2000,Tier 3
Low Fat,NCO18,Household,2000,Tier 3
Low Fat,NCK30,Household,2000,Tier 3
Low Fat,FDG31,Meat,2000,Tier 3
Low Fat,FDQ39,Meat,2000,Tier 3
